479.767,426.27
445.045,411.456
401.406,556.043
581.878,580.783
409.968,526.234
541.204,587.471
487.036,496.181
492.347,475.383
445.108,570.546
411.227,556.516
585.923,539.534
517.296,517.162
540.05,433.059
595.929,513.11
440.587,590.063
547.997,549.444
598.225,537.182
435.65,499.233
527.511,434.696
459.889,546.723
553.318,560.273
412.508,474.284
447.172,547.101
424.475,474.693
504.059,565.026
441.968,596.394
549.185,539.083
429.8,527.298
464.422,404.587
520.429,519.874
497.32,410.561
540.589,445.088
420.827,544.681
502.022,574.852
480.465,477.535
436.264,433.377
405.814,435.675
400.376,532.608
427.565,443.442
556.08,528.673
477.075,424.943
500.41,494.064
568.394,551.253
535.676,551.735
549.909,402.206
566.536,567.993
569.61,504.832
507.739,475.052
537.577,522.996
563.024,548.47
462.186,531.512
575.963,438.791
455.58,576.29
548.342,562.35
511.608,432.17
486.76,575.428
515.435,418.751
430.314,421.186
522.388,548.685
551.637,482.683
468.477,430.135
497.679,593.026
418.374,537.06
421.589,545.589
507.911,453.866
550.637,464.012
410.772,436.119
511.563,549.638
595.679,444.213
527.214,508.803
451.686,575.854
463.384,534.291
598.483,402.543
499.21,535.196
585.664,454.758
432.737,477.731
510.018,475.199
419.002,519.706
422.162,408.747
431.328,523.3
504.154,584.059
497.203,422.791
494.867,425.047
464.443,579.163
495.651,591.965
413.851,452.143
451.083,402.086
533.47,595.198
445.568,556.497
579.78,502.932
416.524,484.859
413.743,566.107
509.923,482.426
470.968,556.769
588.463,594.15
598.318,492.389
477.519,501.716
407.114,421.074
560.426,531.807
549.241,407.604
409.566,488.655
597.655,421.139
576.492,490.124
577.878,445.393
490.025,477.27
499.09,565.026
556.234,450.612
586.064,455.874
415.283,561.777
588.566,531.738
420.43,426.629
591.244,478.479
571.913,522.816
562.137,530.342
448.696,572.932
425.44,429.848
453.204,499.867
529.218,453.17
474.282,408.527
412.923,439.771
525.86,566.861
464.7,523.79
437.939,536.195
516.43,558.068
483.716,426.761
449.716,592.764
477.416,435.377
496.327,505.101
470.847,530.815
480.96,558.419
544.863,569.603
531.145,434.751
444.161,446.529
445.779,526.638
523.61,538.324
435.553,453.077
556.539,414.926
434.133,486.067
459.471,523.9
550.851,496.92
442.351,438.356
512.888,477.292
472.96,520.511
403.538,400.067
570.29,455.551
575.221,587.29
518.858,424.407
555.345,415.993
446.51,501.222
495.647,424.352
533.261,565.04
590.56,463.506
565.866,579.652
427.84,521.274
462.746,495.871
515.033,586.546
514.608,591.465
444.723,430.758
404.579,464.506
563.747,442.396
428.256,544.284
506.496,534.861
525.59,507.947
479.436,500.231
478.209,513.315
514.917,557.255
432.353,574.667
588.477,455.941
565.057,501.945
447.811,469.264
476.182,468.335
445.471,423.53
412.622,431.861
501.368,521.697
572.937,557.58
451.409,418.586
534.312,448.731
553.72,547.436
404.005,594.833
423.966,476.505
494.977,596.247
460.171,400.247
564.361,484.538
481.896,434.096
550.968,526.992
592.333,417.753
516.095,466.714
489.27,599.096
472.589,475.695
410.468,438.065
491.372,446.166
536.026,518.562
454.229,528.034
413.986,533.921
566.373,488.482
523.431,468.712
473.391,480.238
519.15,529.058
452.979,554.525
581.105,467.445
520.644,563.741
468.218,403.164
544.903,489.158
488.543,535.168
519.409,454.908
428.355,411.691
526.403,451.377
527.592,441.237
446.049,462.454
435.689,507.072
494.578,573.852
447.047,430.597
484.789,429.941
553.331,561.906
534.285,570.235
546.392,460.412
451.129,511.327
553.989,581.178
472.155,434.955
529.321,558.749
518.708,503.035
527.597,400.517
422.461,505.3
474.702,563.15
417.408,484.905
583.55,437.046
558.681,459.056
436.917,559.956
571.883,424.645
504.496,564.635
595.345,479.981
543.527,417.925
516.186,506.452
585.921,534.019
504.617,523.47
433.266,438.912
495.837,439.431
476.015,530.939
590.932,414.256
579.343,486.172
564.479,504.247
543.098,549.375
509.883,478.873
495.339,449.214
505.325,429.798
421.784,562.753
582.847,569.433
590.296,508.473
500.089,551.869
528.515,433.689
517.412,402.933
488.884,509.137
519.297,509.7
476.084,512.688
521.966,526.042
465.676,529.815
459.374,475.134
573.78,463.439
575.578,580.275
487.634,585.135
553.038,530.102
421.822,457.737
418.096,550.486
598.667,573.288
463.622,520.991
431.857,469.715
515.437,533.394
565.368,588.175
520.122,583.736
559.102,422.622
553.704,572.922
566.175,448.829
403.503,474.859
595.726,532.326
451.061,592.669
446.912,431.233
546.166,437.67
432.476,546.58
587.964,428.708
426.543,425.148
506.449,468.531
504.346,450.845
516.022,594.62
464.626,403.476
537.194,495.979
479.476,537.642
516.934,420.662
417.711,436.002
444.94,528.001
410.339,446.226
424.594,597.339
406.838,507.981
511.628,572.843
489.274,541.077
556.358,506.702
471.346,521.108
475.872,471.85
450.506,589.717
517.577,489.887
429.151,533.878
489.756,466.178
488.405,576.742
446.935,447.406
479.332,519.743
517.683,401.806
571.597,479.809
462.43,530.425
419.052,532.524
515.883,518.584
481.004,419.479
487.433,413.827
482.606,502.523
474.57,526.508
520.371,481.062
555.2,447.158
567.2,493.163
476.769,471.83
456.771,598.427
531.002,558.591
519.545,521.238
479.103,405.879
517.612,502.799
508.66,500.969
553.545,547.07
525.753,569.249
483.181,592.156
434.839,568.09
440.716,483.68
444.112,480.652
416.305,498.655
508.496,466.463
530.653,404.172
432.335,408.732
486.731,574.367
548.856,494.037
465.803,523.148
495.856,530.059
518.656,544.965
487.721,432.8
408.151,496.181
556.767,519.495
510.6,532.164
496.88,522.452
556.685,525.061
589.47,587.04
459.767,522.589
523.321,518.955
579.244,424.844
590.31,534.077
408.237,564.288
538.639,440.172
595.493,464.419
471.56,564.903
416.502,576.507
506.848,414.483
588.248,555.161
469.203,442.07
496.471,403.674
514.181,420.558
429.184,549.832
544.857,581.564
590.53,551.412
531.397,544.378
594.94,479.109
536.091,492.92
429.916,596.87
486.649,518.053
465.185,530.304
432.165,445.108
511.683,449.508
521.461,519.665
400.246,492.419
437.092,593.502
582.367,458.834
559.36,403.572
506.071,490.739
430.732,418.233
440.74,431.849
508.647,494.306
512.55,542.985
573.625,440.072
549.167,544.885
464.149,462.39
488.46,552.019
592.904,571.472
581.905,546.254
406.26,592.647
573.611,426.267
446.011,554.565
567.989,459.675
565.184,505.405
570.842,420.439
588.861,493.708
431.788,400.206
450.502,563.757
474.367,564.303
413.125,476.722
518.879,529.515
489.192,535.21
598.03,570.483
