-12.1175,-4999.99
-15.1923,-4999.98
-18.0326,-4999.97
-22.5028,-4999.95
-26.4578,-4999.93
-40.8881,-4999.83
-50.0653,-4999.75
-54.1343,-4999.71
-57.7781,-4999.67
-59.5108,-4999.65
-62.6814,-4999.61
-71.6642,-4999.49
-78.1291,-4999.39
-86.8249,-4999.25
-98.146,-4999.04
-104.577,-4998.91
-112.465,-4998.74
-117.662,-4998.62
-126.451,-4998.4
-130.046,-4998.31
-134.517,-4998.19
-149.471,-4997.77
-155.027,-4997.6
-162.546,-4997.36
-165.32,-4997.27
-169.708,-4997.12
-180.613,-4996.74
-183.098,-4996.65
-184.474,-4996.6
-187.112,-4996.5
-200.929,-4995.96
-206.182,-4995.75
-217.282,-4995.28
-228.291,-4994.79
-241.847,-4994.15
-250.517,-4993.72
-256.47,-4993.42
-268.135,-4992.81
-283.412,-4991.96
-296.244,-4991.22
-302.091,-4990.87
-308.893,-4990.45
-314.38,-4990.11
-326.243,-4989.35
-332.505,-4988.93
-342.435,-4988.26
-347.547,-4987.91
-351.525,-4987.63
-360.784,-4986.97
-371.362,-4986.19
-374.469,-4985.96
-380.38,-4985.51
-390.236,-4984.75
-401.089,-4983.89
-404.93,-4983.58
-414.055,-4982.83
-418.852,-4982.43
-432.984,-4981.22
-442.323,-4980.4
-454.726,-4979.28
-456.042,-4979.16
-462.684,-4978.55
-469.724,-4977.89
-475.216,-4977.37
-479.656,-4976.94
-490.866,-4975.85
-493.305,-4975.61
-498.415,-4975.1
-499.51,-4974.99
-505.461,-4974.39
-512.971,-4973.62
-517.849,-4973.11
-531.457,-4971.68
-532.943,-4971.52
-538.105,-4970.96
-544.448,-4970.27
-550.272,-4969.63
-551.361,-4969.51
-554.786,-4969.13
-558.52,-4968.71
-565.591,-4967.91
-568.238,-4967.61
-575.276,-4966.8
-577.948,-4966.49
-587.061,-4965.42
-588.588,-4965.24
-601.162,-4963.73
-609.547,-4962.71
-613.69,-4962.2
-619.081,-4961.53
-626.877,-4960.55
-635.645,-4959.43
-641.72,-4958.65
-644.881,-4958.24
-651.252,-4957.41
-661.876,-4956
-669.124,-4955.03
-675.803,-4954.12
-683.246,-4953.1
-690.595,-4952.08
-698.087,-4951.03
-702.546,-4950.4
-705.219,-4950.02
-705.987,-4949.91
-711.707,-4949.09
-720.74,-4947.78
-725.064,-4947.15
-732.349,-4946.08
-738.794,-4945.12
-747.374,-4943.83
-749.223,-4943.55
-759.64,-4941.96
-762.705,-4941.49
-767.336,-4940.77
-778.723,-4938.99
-787.553,-4937.59
-791.596,-4936.94
-801.207,-4935.39
-802.508,-4935.18
-809.983,-4933.96
-825.29,-4931.42
-831.943,-4930.3
-842.398,-4928.53
-850.836,-4927.08
-862.388,-4925.07
-868.43,-4924.01
-872.101,-4923.36
-875.637,-4922.73
-883.48,-4921.33
-888.211,-4920.48
-890.911,-4919.99
